CODIGO ORDEN DE SERVICIO,DENOMINACION DEL SERVICIO,TIPO DE INTERVENCION,CODIGO ENTIDAD,ENTIDAD,REGION,PROVINCIA,DISTRITO,¿TIENE SITUACIONES DE INCUMPLIMIENTO?,N° INFORME DE CONTROL,TIPO DE VISITA,VALOR REFERENCIAL MONTO,MONTO ADJUDICADO,CANTIDAD SITUACION ADVERSAS,SITUACION ADVERSAS 1,SITUACION ADVERSAS 2,SITUACION ADVERSAS 3,SITUACION ADVERSAS 4,SITUACION ADVERSAS 5,SITUACION ADVERSAS 6,FECHA VISITA,MES DE VISITA,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6286,UNIDAD EJECUTORA DE SALUD GRAN CHIMU,LA LIBERTAD,GRAN CHIMU,CASCAS,SI,11710-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6287,UNIDAD EJECUTORA 413 SALUD ASCOPE,LA LIBERTAD,ASCOPE,ASCOPE,SI,11711-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6288,RED DE SALUD VIRU,LA LIBERTAD,VIRU,VIRU,SI,11712-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6289,RED DE SALUD JULCAN,LA LIBERTAD,JULCAN,JULCAN,SI,11713-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6290,UNIVERSIDAD NACIONAL DANIEL ALOMÍA ROBLES,HUANUCO,HUANUCO,HUANUCO,SI,11573-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6291,UNIDAD DE GESTION EDUCATIVA LOCAL DE CRUCERO,PUNO,CARABAYA,CRUCERO,SI,12131-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6299,DIRECCIÓN REGIONAL DE VIVIENDA CONSTRUCCIÓN Y SANEAMIENTO - PIURA,PIURA,PIURA,CASTILLA,SI,12098-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6307,MUNICIPALIDAD DISTRITAL DE SAN PABLO DE PILLAO,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,SI,11574-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6309,DIRECCIÓN REGIONAL DE TRANSPORTES Y COMUNICACIONES DE UCAYALI,UCAYALI,CORONEL PORTILLO,CALLERIA,SI,12216-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6318,GOB. REG. HUANCAVELICA - RED DE SALUD HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SI,11554-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6332,MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,SI,11575-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6347,MUNICIPALIDAD DISTRITAL DE MEGANTONI,CUSCO,LA CONVENCION,MEGANTONI,SI,12269-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6348,SECRETARIA TECNICA DEL CONSEJO FISCAL,LIMA METROPOLITANA,LIMA,SAN ISIDRO,SI,11906-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6351,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,LIMA METROPOLITANA,LIMA,EL AGUSTINO,SI,11907-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6353,DIRECCIÓN DE REDES INTEGRADAS DE SALUD LIMA NORTE,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,SI,11045-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6354,DIRECCIÓN DE REDES INTEGRADAS DE SALUD LIMA CENTRO,LIMA METROPOLITANA,LIMA,LIMA,SI,10748-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6355,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR,LIMA METROPOLITANA,LIMA,BARRANCO,SI,10768-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6356,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,SI,11908-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6357,PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,LIMA METROPOLITANA,LIMA,SAN ISIDRO,SI,11909-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6359,OFICINA DE GESTIÓN DE SERVICIOS DE SALUD BAJO MAYO,SAN MARTIN,SAN MARTIN,TARAPOTO,SI,12178-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6360,PROGRAMA DE MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DEL CENTRO DE EMPLEO FORTALECE PERÚ,LIMA METROPOLITANA,LIMA,JESUS MARIA,SI,11910-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6361,PROGRAMA NACIONAL DE INNOVACIÓN EN PESCA Y ACUICULTURA,LIMA METROPOLITANA,LIMA,MIRAFLORES,SI,11911-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6364,HOSPITAL DE REHABILITACIÓN DEL CALLAO,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,SI,12032-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6367,RED DE SALUD TACNA,TACNA,TACNA,TACNA,SI,12194-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6378,UNIDAD EJECUTORA EDUCACIÓN PANGOA,JUNIN,SATIPO,PANGOA,SI,11640-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6383,UNIDAD DE GESTION EDUCATIVA LOCAL - PUTUMAYO,LORETO,PUTUMAYO,PUTUMAYO,SI,12000-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6389,CORTE SUPERIOR DE JUSTICIA DE APURIMAC,APURIMAC,ABANCAY,ABANCAY,SI,10720-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6390,CORTE SUPERIOR  DE JUSTICIA DE AYACUCHO,AYACUCHO,HUAMANGA,AYACUCHO,SI,10724-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6391,CORTE SUPERIOR DE JUSTICIA DE HUAURA,LIMA PROVINCIAS,HUAURA,HUACHO,SI,11966-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6392,CORTE SUPERIOR DE JUSTICIA DE LIMA ESTE,LIMA METROPOLITANA,LIMA,ATE,SI,10769-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6393,CORTE SUPERIOR DE JUSTICIA DE LIMA SUR,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,SI,10770-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,6394,CORTE SUPERIOR DE JUSTICIA DE UCAYALI,UCAYALI,CORONEL PORTILLO,CALLERIA,SI,10731-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
